video_id,labels,top1,top1_rate,top2,top2_rate,top3,top3_rate,top4,top4_rate,top5,top5_rate
e03gY44qb9g,"['Sheep', 'Bleat', 'Speech']",Speech,0.327364,Animal,0.30471843,"Livestock, farm animals, working animals",0.29547077,Goat,0.24108441,Bleat,0.105672106
DPpmV4JqYsM,"['Sheep', 'Bleat', 'Speech']",Speech,0.49642545,"Livestock, farm animals, working animals",0.04678629,Goat,0.041899633,Animal,0.036556114,Bleat,0.03620138
N9C2AYVnas4,"['Laughter', 'Sheep', 'Snicker', 'Speech']",Speech,0.6623042,Laughter,0.046571232,Animal,0.04606961,"Inside, small room",0.03245912,Wild animals,0.028544342
BPv-DH1xuBI,"['Music', 'Sheep']",Animal,0.19428258,Music,0.19173762,Bird,0.17754814,"Bird vocalization, bird call, bird song",0.17288604,Wild animals,0.16527174
9swhJaycCig,"['Music', 'Sheep']",Music,0.612424,Banjo,0.08613826,"Livestock, farm animals, working animals",0.06578293,Bleat,0.065630324,Sheep,0.06503785
53KoRxxr1jc,"['Sheep', 'Bleat', 'Speech']",Speech,0.8405045,Goat,0.02836906,Sheep,0.021865271,"Livestock, farm animals, working animals",0.0176499,"Inside, public space",0.0151339155
IuvZlJaF4Go,"['Sheep', 'Bleat', 'Speech']",Speech,0.33328748,"Inside, large room or hall",0.039589792,Hiss,0.037048064,Rail transport,0.03324421,Vehicle,0.02921859
9R6XN9-Z27U,"['Sheep', 'Bleat']",Goat,0.29793602,Animal,0.28551832,"Livestock, farm animals, working animals",0.2723053,Bleat,0.21184964,Sheep,0.17377476
awn0pAyJJYk,"['Sheep', 'Bleat']",Fire,0.24995334,Bicycle,0.22050063,Crackle,0.20986216,"Outside, rural or natural",0.099386096,Vehicle,0.09077356
rhAwhUVsWRo,"['Sheep', 'Bleat', 'Speech']",Animal,0.42135355,"Livestock, farm animals, working animals",0.3684364,Sheep,0.33927232,Bleat,0.27200752,Speech,0.123420216
5MMIZJ0zCZk,"['Sheep', 'Bleat']",Animal,0.49596205,"Livestock, farm animals, working animals",0.37356982,Sheep,0.29482952,Bleat,0.26859662,Goat,0.13840638
naR97KBQ4y0,"['Domestic animals, pets', 'Sheep', 'Bleat', 'Animal']",Silence,0.62016815,Animal,0.07674605,"Inside, small room",0.054039102,Goat,0.053438865,"Livestock, farm animals, working animals",0.04945035
MSIBrBs56wg,"['Music', 'Sheep', 'Animal']",Music,0.3442615,Timpani,0.05826857,Rail transport,0.056892525,Train,0.05367589,Vehicle,0.046912063
w2bAs3lug3c,"['Sheep', 'Bleat', 'Speech']",Speech,0.7634873,Groan,0.016621333,Screaming,0.015594207,Animal,0.014704774,"Livestock, farm animals, working animals",0.010890176
xou4pxXPhPQ,"['Sheep', 'Bleat', 'Speech']",Animal,0.35189196,Sheep,0.32803157,Bleat,0.31639624,"Baby cry, infant cry",0.28253293,"Livestock, farm animals, working animals",0.25355938
TtP63IOhg1Y,"['Sheep', 'Bleat', 'Speech']",Speech,0.3926261,Sheep,0.30304188,"Livestock, farm animals, working animals",0.2969366,Animal,0.28930187,Bleat,0.26408666
naR97KBQ4y0,"['Domestic animals, pets', 'Sheep', 'Bleat', 'Animal']",Silence,0.62016815,Animal,0.07674605,"Inside, small room",0.054039102,Goat,0.053438865,"Livestock, farm animals, working animals",0.04945035
DPpmV4JqYsM,"['Sheep', 'Bleat', 'Speech']",Speech,0.49642545,"Livestock, farm animals, working animals",0.04678629,Goat,0.041899633,Animal,0.036556114,Bleat,0.03620138
BPv-DH1xuBI,"['Music', 'Sheep']",Animal,0.19428258,Music,0.19173762,Bird,0.17754814,"Bird vocalization, bird call, bird song",0.17288604,Wild animals,0.16527174
DvuXNSkGMes,"['Sheep', 'Bleat', 'Speech']",Speech,0.42341357,Animal,0.17681436,"Child speech, kid speaking",0.08783216,"Domestic animals, pets",0.08663609,Goat,0.071880005
gPSCHPuRSyM,"['Goat', 'Sheep', 'Livestock, farm animals, working animals', 'Animal']",Animal,0.6755224,"Livestock, farm animals, working animals",0.5088724,Goat,0.40223402,Bleat,0.29560474,Sheep,0.22291556
w2bAs3lug3c,"['Sheep', 'Bleat', 'Speech']",Speech,0.7634873,Groan,0.016621333,Screaming,0.015594207,Animal,0.014704774,"Livestock, farm animals, working animals",0.010890176
b8fp8ZcYdG4,"['Goat', 'Sheep', 'Noise', 'Livestock, farm animals, working animals', 'Animal']",Animal,0.6652585,Sheep,0.62196773,"Livestock, farm animals, working animals",0.59233904,Bleat,0.4747594,Goat,0.12153566
Y3AK50PotkQ,"['Domestic animals, pets', 'Sheep', 'Bleat', 'Yip', 'Bow-wow', 'Speech', 'Dog', 'Animal']",Speech,0.33500642,Vehicle,0.10999838,Animal,0.061525602,Motor vehicle (road),0.045414966,"Domestic animals, pets",0.045151595
ml5VKB8fBvY,"['Sheep', 'Bleat', 'Speech']",Sheep,0.58852065,"Livestock, farm animals, working animals",0.53536606,Animal,0.44859618,Bleat,0.41802606,"Electric shaver, electric razor",0.089147165
0-o0oZvSFOk,"['Sheep', 'Bleat', 'Speech']",Speech,0.57949066,"Livestock, farm animals, working animals",0.23066404,Sheep,0.22285338,Animal,0.21043317,Bleat,0.19114523
EQzSzKAPvCA,"['Music', 'Sheep', 'Bleat', 'Speech', 'Animal']",Speech,0.2349,Music,0.21037874,Silence,0.136064,"Outside, rural or natural",0.050940655,Buzz,0.04035557
DPpmV4JqYsM,"['Sheep', 'Bleat', 'Speech']",Speech,0.49642545,"Livestock, farm animals, working animals",0.04678629,Goat,0.041899633,Animal,0.036556114,Bleat,0.03620138
6b-072VA4UA,"['Sheep', 'Bleat']",Speech,0.2783858,Silence,0.1540577,"Outside, rural or natural",0.0642934,"Outside, urban or manmade",0.05665959,Horse,0.051173735
EQzSzKAPvCA,"['Music', 'Sheep', 'Bleat', 'Speech', 'Animal']",Speech,0.2349,Music,0.21037874,Silence,0.136064,"Outside, rural or natural",0.050940655,Buzz,0.04035557
9R6XN9-Z27U,"['Sheep', 'Bleat']",Goat,0.29793602,Animal,0.28551832,"Livestock, farm animals, working animals",0.2723053,Bleat,0.21184964,Sheep,0.17377476
DvuXNSkGMes,"['Sheep', 'Bleat', 'Speech']",Speech,0.42341357,Animal,0.17681436,"Child speech, kid speaking",0.08783216,"Domestic animals, pets",0.08663609,Goat,0.071880005
0YI_WYJVv2M,"['Sheep', 'Bleat']",Tools,0.3114621,Power tool,0.23677841,Drill,0.17757407,Helicopter,0.10636014,Steam,0.09751783
jrrMG1VOImY,"['Sheep', 'Speech', 'Animal']",Speech,0.2569938,Animal,0.18921971,"Livestock, farm animals, working animals",0.18879673,Goat,0.13770528,Sheep,0.10775135
5MMIZJ0zCZk,"['Sheep', 'Bleat']",Animal,0.49596205,"Livestock, farm animals, working animals",0.37356982,Sheep,0.29482952,Bleat,0.26859662,Goat,0.13840638
7C_jcD_FOQI,"['Sheep', 'Bleat', 'Speech']",Animal,0.19525665,"Livestock, farm animals, working animals",0.16566762,Sheep,0.14993301,Speech,0.113032,Bleat,0.090098724
TtP63IOhg1Y,"['Sheep', 'Bleat', 'Speech']",Speech,0.3926261,Sheep,0.30304188,"Livestock, farm animals, working animals",0.2969366,Animal,0.28930187,Bleat,0.26408666
Y3AK50PotkQ,"['Domestic animals, pets', 'Sheep', 'Bleat', 'Yip', 'Bow-wow', 'Speech', 'Dog', 'Animal']",Speech,0.33500642,Vehicle,0.10999838,Animal,0.061525602,Motor vehicle (road),0.045414966,"Domestic animals, pets",0.045151595
cyZ9arOPVb8,"['Sheep', 'Bleat', 'Speech']",Music,0.24404974,Speech,0.16001134,"Inside, large room or hall",0.044970207,"Inside, public space",0.026597833,Crowd,0.019375777
7C_jcD_FOQI,"['Sheep', 'Bleat', 'Speech']",Animal,0.19525665,"Livestock, farm animals, working animals",0.16566762,Sheep,0.14993301,Speech,0.113032,Bleat,0.090098724
UyCfhj3LXVk,"['Sheep', 'Bleat']",Sheep,0.8336484,"Livestock, farm animals, working animals",0.8307191,Animal,0.7741174,Bleat,0.60932815,Goat,0.28440934
VgAXZHMi_ws,"['Sheep', 'Bleat', 'Speech']",Speech,0.38518733,Sheep,0.23128231,"Livestock, farm animals, working animals",0.22723916,Bleat,0.2149661,Animal,0.2028605
xou4pxXPhPQ,"['Sheep', 'Bleat', 'Speech']",Animal,0.35189196,Sheep,0.32803157,Bleat,0.31639624,"Baby cry, infant cry",0.28253293,"Livestock, farm animals, working animals",0.25355938
7rqy1JhY7TU,"['Sheep', 'Bleat']",Animal,0.29628545,"Outside, rural or natural",0.16046786,Wild animals,0.09630589,"Domestic animals, pets",0.079267874,Bird,0.07708242
11iTkkMaUVo,"['Goat', 'Sheep', 'Speech', 'Livestock, farm animals, working animals']",Speech,0.3605711,Animal,0.22917764,"Livestock, farm animals, working animals",0.1465818,Goat,0.11171951,Sheep,0.08336017
53KoRxxr1jc,"['Sheep', 'Bleat', 'Speech']",Speech,0.8405045,Goat,0.02836906,Sheep,0.021865271,"Livestock, farm animals, working animals",0.0176499,"Inside, public space",0.0151339155
N9o9qiAQv_U,"['Sheep', 'Bleat', 'Speech']",Silence,0.35838273,"Livestock, farm animals, working animals",0.21843195,Animal,0.20255174,Goat,0.1902502,Speech,0.17719
DvuXNSkGMes,"['Sheep', 'Bleat', 'Speech']",Speech,0.42341357,Animal,0.17681436,"Child speech, kid speaking",0.08783216,"Domestic animals, pets",0.08663609,Goat,0.071880005
a6RbnrOOc-M,"['Sheep', 'Bleat', 'Speech', 'Animal']",Sheep,0.41217566,"Livestock, farm animals, working animals",0.398703,Animal,0.39206344,Bleat,0.3265934,Speech,0.14733514
11iTkkMaUVo,"['Goat', 'Sheep', 'Speech', 'Livestock, farm animals, working animals']",Speech,0.3605711,Animal,0.22917764,"Livestock, farm animals, working animals",0.1465818,Goat,0.11171951,Sheep,0.08336017
Y3AK50PotkQ,"['Domestic animals, pets', 'Sheep', 'Bleat', 'Yip', 'Bow-wow', 'Speech', 'Dog', 'Animal']",Speech,0.33500642,Vehicle,0.10999838,Animal,0.061525602,Motor vehicle (road),0.045414966,"Domestic animals, pets",0.045151595
BPv-DH1xuBI,"['Music', 'Sheep']",Animal,0.19428258,Music,0.19173762,Bird,0.17754814,"Bird vocalization, bird call, bird song",0.17288604,Wild animals,0.16527174
N9C2AYVnas4,"['Laughter', 'Sheep', 'Snicker', 'Speech']",Speech,0.6623042,Laughter,0.046571232,Animal,0.04606961,"Inside, small room",0.03245912,Wild animals,0.028544342
lCxQH8lmStU,"['Sheep', 'Bleat', 'Speech']",Speech,0.3577446,Animal,0.16420224,Goat,0.13843074,"Livestock, farm animals, working animals",0.10323517,"Inside, small room",0.07963835
N9o9qiAQv_U,"['Sheep', 'Bleat', 'Speech']",Silence,0.35838273,"Livestock, farm animals, working animals",0.21843195,Animal,0.20255174,Goat,0.1902502,Speech,0.17719
6b45dOzBN8k,"['Sheep', 'Bleat', 'Speech']",Speech,0.74232644,Speech synthesizer,0.023153242,Music,0.021444215,Rapping,0.012954554,Radio,0.011876357
M3tAFphkQow,"['Music', 'Sheep', 'Bleat', 'Speech']",Music,0.7904524,Speech,0.20267645,Music for children,0.014597955,"Child speech, kid speaking",0.0048009204,"Livestock, farm animals, working animals",0.0027445361
EsJPJ4MXhs4,"['Bark', 'Sheep', 'Bleat', 'Speech', 'Dog', 'Animal']",Speech,0.29934666,Animal,0.117926836,"Domestic animals, pets",0.06849889,"Livestock, farm animals, working animals",0.06810533,Dog,0.06330762
QLEBKY7baBg,"['Goat', 'Sheep', 'Bleat', 'Speech', 'Animal']",Speech,0.21590193,Sheep,0.16874763,"Livestock, farm animals, working animals",0.16064835,"Boat, Water vehicle",0.15282723,Bleat,0.14716636
U8DFwb3zlDk,"['Music', 'Sheep']",Music,0.783206,Bleat,0.08257642,Sheep,0.068364546,"Livestock, farm animals, working animals",0.06216693,Silence,0.052948922
Aw43FUCkIb8,"['Screaming', 'Domestic animals, pets', 'Sheep', 'Animal']",Animal,0.18582326,"Livestock, farm animals, working animals",0.17652981,Sheep,0.16526201,Bleat,0.13880524,Wind,0.12125166
9swhJaycCig,"['Music', 'Sheep']",Music,0.612424,Banjo,0.08613826,"Livestock, farm animals, working animals",0.06578293,Bleat,0.065630324,Sheep,0.06503785
b8fp8ZcYdG4,"['Goat', 'Sheep', 'Noise', 'Livestock, farm animals, working animals', 'Animal']",Animal,0.6652585,Sheep,0.62196773,"Livestock, farm animals, working animals",0.59233904,Bleat,0.4747594,Goat,0.12153566
MSIBrBs56wg,"['Music', 'Sheep', 'Animal']",Music,0.3442615,Timpani,0.05826857,Rail transport,0.056892525,Train,0.05367589,Vehicle,0.046912063
11iTkkMaUVo,"['Goat', 'Sheep', 'Speech', 'Livestock, farm animals, working animals']",Speech,0.3605711,Animal,0.22917764,"Livestock, farm animals, working animals",0.1465818,Goat,0.11171951,Sheep,0.08336017
b8fp8ZcYdG4,"['Goat', 'Sheep', 'Noise', 'Livestock, farm animals, working animals', 'Animal']",Animal,0.6652585,Sheep,0.62196773,"Livestock, farm animals, working animals",0.59233904,Bleat,0.4747594,Goat,0.12153566
WF0CiXcsi5k,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Animal,0.8742506,Wild animals,0.4838213,"Livestock, farm animals, working animals",0.48254427,Bird,0.4772849,Fowl,0.45117968
_WJFzZwYgoQ,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster']",Animal,0.5693419,"Domestic animals, pets",0.4272682,Dog,0.4088308,Silence,0.34186786,Bark,0.21353078
G-tO6Sqyiu4,"['Fowl', 'Cluck', 'Chicken, rooster']",Animal,0.86013114,"Livestock, farm animals, working animals",0.7955934,Fowl,0.7532169,"Chicken, rooster",0.73823756,Cluck,0.47597352
aX9Pzv-Y31Q,"['Fowl', 'Honk', 'Cluck', 'Chicken, rooster', 'Goose']",Animal,0.688907,"Livestock, farm animals, working animals",0.53536856,"Chicken, rooster",0.5325961,Fowl,0.5249783,Cluck,0.31034854
K3CenN7d30Y,"['Fowl', 'Wind', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster', 'Wind noise (microphone)']",Animal,0.7326996,"Livestock, farm animals, working animals",0.57017165,Fowl,0.5601703,"Chicken, rooster",0.54430294,"Crowing, cock-a-doodle-doo",0.454458
aWgRtDIA2U4,"['Bird', 'Turkey', 'Bird vocalization, bird call, bird song', 'Fowl', 'Gobble']",Animal,0.3715654,"Livestock, farm animals, working animals",0.31797844,Fowl,0.30897883,Turkey,0.3037381,Gobble,0.29987177
jLtZk7lKmjk,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster']",Animal,0.27899584,"Livestock, farm animals, working animals",0.19005235,Fowl,0.17856799,"Chicken, rooster",0.17068958,Wild animals,0.10890418
K3Q8Gi6oPIg,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Speech,0.60030955,Animal,0.06911705,"Livestock, farm animals, working animals",0.06325175,Fowl,0.061420433,"Chicken, rooster",0.05737135
11ruZHgyTKM,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster']",Animal,0.39070198,"Livestock, farm animals, working animals",0.33974764,Fowl,0.32289234,"Chicken, rooster",0.31354186,"Crowing, cock-a-doodle-doo",0.244772
HrxB8DnUHLs,"['Bird', 'Turkey', 'Bird vocalization, bird call, bird song', 'Fowl', 'Gobble']",Turkey,0.74362564,Gobble,0.7051653,Fowl,0.6955809,Animal,0.69098586,"Livestock, farm animals, working animals",0.6756374
CU72qSlceqM,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Animal,0.9079623,"Livestock, farm animals, working animals",0.80105764,Fowl,0.78420967,"Chicken, rooster",0.76229656,Cluck,0.36417457
68hapDEQEj0,"['Fowl', 'Cluck', 'Chicken, rooster']",Speech,0.4503595,Animal,0.23325133,"Livestock, farm animals, working animals",0.15121178,Fowl,0.14780481,"Chicken, rooster",0.12511918
muxjFOPvR1I,"['Fowl', 'Water tap, faucet', 'Bathtub (filling or washing)', 'Cluck', 'Water', 'Chicken, rooster']",Water,0.52752596,Liquid,0.34071755,"Water tap, faucet",0.3325605,Fill (with liquid),0.23203143,Pour,0.19130784
muxjFOPvR1I,"['Fowl', 'Water tap, faucet', 'Bathtub (filling or washing)', 'Cluck', 'Water', 'Chicken, rooster']",Water,0.52752596,Liquid,0.34071755,"Water tap, faucet",0.3325605,Fill (with liquid),0.23203143,Pour,0.19130784
ygTa1mOTSo0,"['Fowl', 'Goose']",Animal,0.39639264,Wild animals,0.24690703,Bird,0.22181106,"Bird vocalization, bird call, bird song",0.13357699,"Outside, rural or natural",0.123762034
gfVNNXPbkW8,"['Fowl', 'Honk', 'Goose']",Animal,0.2193749,Goose,0.21655336,Fowl,0.21097605,Honk,0.20914476,"Livestock, farm animals, working animals",0.20820531
7EgbS-lbHWY,"['Fowl', 'Cluck', 'Chicken, rooster']",Animal,0.8203383,"Livestock, farm animals, working animals",0.73776865,Fowl,0.6738971,"Chicken, rooster",0.6340818,Cluck,0.33049375
muxjFOPvR1I,"['Fowl', 'Water tap, faucet', 'Bathtub (filling or washing)', 'Cluck', 'Water', 'Chicken, rooster']",Water,0.52752596,Liquid,0.34071755,"Water tap, faucet",0.3325605,Fill (with liquid),0.23203143,Pour,0.19130784
xfGXhVboW9U,"['Turkey', 'Fowl', 'Gobble']",Animal,0.50127864,"Livestock, farm animals, working animals",0.3725244,Fowl,0.34768367,Turkey,0.23665985,Gobble,0.20680216
TDNnNmgqhNI,"['Turkey', 'Fowl', 'Gobble']",Speech,0.59704316,"Outside, urban or manmade",0.026453998,Screaming,0.018268619,"Hubbub, speech noise, speech babble",0.014612694,Whoop,0.012763712
8Admm68VCj0,"['Fowl', 'Honk', 'Goose']",Animal,0.67467123,Fowl,0.60501724,"Livestock, farm animals, working animals",0.56425047,Goose,0.4941832,Duck,0.45821396
txbdunEMM5w,"['Fowl', 'Honk', 'Goose']",Speech,0.7649109,"Livestock, farm animals, working animals",0.10559634,Goose,0.09024536,Fowl,0.08805692,Duck,0.08053631
HTM6oZp9Jg8,"['Bird', 'Bird vocalization, bird call, bird song', 'Fowl', 'Chirp, tweet', 'Honk', 'Goose']",Animal,0.7091779,Bird,0.6594791,Wild animals,0.6485145,"Bird vocalization, bird call, bird song",0.536863,"Chirp, tweet",0.47868872
MVDR9JeJA6o,"['Bird', 'Turkey', 'Bird vocalization, bird call, bird song', 'Fowl', 'Gobble']",Animal,0.46568218,"Domestic animals, pets",0.2182472,Dog,0.1861181,Rustle,0.16988373,Pink noise,0.14701864
HTM6oZp9Jg8,"['Bird', 'Bird vocalization, bird call, bird song', 'Fowl', 'Chirp, tweet', 'Honk', 'Goose']",Animal,0.7091779,Bird,0.6594791,Wild animals,0.6485145,"Bird vocalization, bird call, bird song",0.536863,"Chirp, tweet",0.47868872
Tgqb1VUysMM,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster']",Music,0.51169074,Animal,0.22526932,"Livestock, farm animals, working animals",0.2007813,Fowl,0.19834475,"Chicken, rooster",0.19562852
68hapDEQEj0,"['Fowl', 'Cluck', 'Chicken, rooster']",Speech,0.4503595,Animal,0.23325133,"Livestock, farm animals, working animals",0.15121178,Fowl,0.14780481,"Chicken, rooster",0.12511918
f5RrGFBbbSY,"['Fowl', 'Cluck', 'Chicken, rooster']",Speech,0.54908216,Animal,0.12868397,"Livestock, farm animals, working animals",0.12669182,Fowl,0.11074529,"Chicken, rooster",0.09275993
dqt_MzUQ20M,"['Fowl', 'Cluck', 'Chicken, rooster']",Speech,0.15044798,"Splash, splatter",0.08294611,Liquid,0.07782311,Music,0.0712912,Slosh,0.065092735
4jDqaqqvLVQ,"['Turkey', 'Fowl', 'Crowing, cock-a-doodle-doo', 'Gobble', 'Chicken, rooster']",Speech,0.17555954,Animal,0.11318686,"Livestock, farm animals, working animals",0.09980239,"Outside, rural or natural",0.08042517,Fowl,0.06062116
G-tO6Sqyiu4,"['Fowl', 'Cluck', 'Chicken, rooster']",Animal,0.86013114,"Livestock, farm animals, working animals",0.7955934,Fowl,0.7532169,"Chicken, rooster",0.73823756,Cluck,0.47597352
NxP9CfxfJxg,"['Bird', 'Turkey', 'Bird vocalization, bird call, bird song', 'Fowl', 'Chirp, tweet', 'Gobble']",Animal,0.40417162,Bird,0.28218466,Wild animals,0.2702934,"Bird vocalization, bird call, bird song",0.23718075,Environmental noise,0.17038216
N68rDUSvx9Y,"['Bird', 'Turkey', 'Bird vocalization, bird call, bird song', 'Fowl', 'Gobble']",Animal,0.45510596,Turkey,0.39268857,Fowl,0.38197142,Gobble,0.38015273,"Livestock, farm animals, working animals",0.37439147
dqt_MzUQ20M,"['Fowl', 'Cluck', 'Chicken, rooster']",Speech,0.15044798,"Splash, splatter",0.08294611,Liquid,0.07782311,Music,0.0712912,Slosh,0.065092735
xxJXkXjxqt4,"['Fowl', 'Honk', 'Goose']",Speech,0.2796365,"Gunshot, gunfire",0.15183815,Explosion,0.14277124,"Outside, rural or natural",0.14202893,Animal,0.105246805
q81ptFSA4mk,"['Fowl', 'Honk', 'Goose']",Speech,0.33522713,Vehicle,0.05028677,Boom,0.046402045,Motor vehicle (road),0.037491165,Car,0.03494932
CYRnb2F9ekQ,"['Fowl', 'Honk', 'Goose']",Animal,0.43373966,"Livestock, farm animals, working animals",0.39183313,Fowl,0.3887443,Goose,0.33943716,Duck,0.33035427
NxP9CfxfJxg,"['Bird', 'Turkey', 'Bird vocalization, bird call, bird song', 'Fowl', 'Chirp, tweet', 'Gobble']",Animal,0.40417162,Bird,0.28218466,Wild animals,0.2702934,"Bird vocalization, bird call, bird song",0.23718075,Environmental noise,0.17038216
DPcGzqHoo7Y,"['Bird', 'Turkey', 'Bird vocalization, bird call, bird song', 'Fowl', 'Gobble']",Music,0.6270505,Animal,0.0644782,Turkey,0.053055465,Gobble,0.04634116,Fowl,0.04438916
WV-t-cB6K-8,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster', 'Livestock, farm animals, working animals']",Animal,0.28128308,Wild animals,0.11073271,"Livestock, farm animals, working animals",0.10664692,Bird,0.10472808,"Outside, rural or natural",0.10232715
H3XoJGQoMJI,"['Turkey', 'Fowl', 'Gobble']",Animal,0.24509172,"Domestic animals, pets",0.12700814,Speech,0.11199796,"Livestock, farm animals, working animals",0.11012012,Dog,0.10860483
rA9Ood3-peg,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster', 'Sound effect']",Silence,0.34639654,Animal,0.25299653,"Livestock, farm animals, working animals",0.2401518,Fowl,0.23602882,"Chicken, rooster",0.23439662
toEK_StoaPI,"['Fowl', 'Honk', 'Goose']",Vehicle,0.29264885,Aircraft,0.2637727,"Fixed-wing aircraft, airplane",0.2132467,Rail transport,0.07744832,Train,0.073957324
11ruZHgyTKM,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster']",Animal,0.39070198,"Livestock, farm animals, working animals",0.33974764,Fowl,0.32289234,"Chicken, rooster",0.31354186,"Crowing, cock-a-doodle-doo",0.244772
6QvSd79Ocw8,"['Bird', 'Turkey', 'Bird vocalization, bird call, bird song', 'Fowl', 'Chirp, tweet', 'Gobble']",Animal,0.35677272,Turkey,0.16440555,"Livestock, farm animals, working animals",0.13944884,Wild animals,0.13299388,"Outside, rural or natural",0.13244453
3EE5WKQMBek,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster']",Speech,0.84938776,Laughter,0.03097339,"Inside, small room",0.02310664,Screaming,0.019394387,Snicker,0.015209345
K3CenN7d30Y,"['Fowl', 'Wind', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster', 'Wind noise (microphone)']",Animal,0.7326996,"Livestock, farm animals, working animals",0.57017165,Fowl,0.5601703,"Chicken, rooster",0.54430294,"Crowing, cock-a-doodle-doo",0.454458
YGj2ZPZ5cew,"['Turkey', 'Fowl', 'Gobble']",Animal,0.51497054,"Livestock, farm animals, working animals",0.30243045,Fowl,0.29394346,Turkey,0.22120392,Gobble,0.19998673
ItvWPMW7RWE,"['Fowl', 'Honk', 'Goose']",Animal,0.47843537,"Livestock, farm animals, working animals",0.1795607,"Domestic animals, pets",0.13158518,"Outside, rural or natural",0.12685315,Dog,0.12144412
txbdunEMM5w,"['Fowl', 'Honk', 'Goose']",Speech,0.7649109,"Livestock, farm animals, working animals",0.10559634,Goose,0.09024536,Fowl,0.08805692,Duck,0.08053631
6Y5Ad3Mg068,"['Fowl', 'Cluck', 'Chicken, rooster']",Animal,0.34641838,Bird,0.2973414,Wild animals,0.2830368,"Bird vocalization, bird call, bird song",0.2634786,"Chirp, tweet",0.23125575
DiBKqoKUjOk,"['Fowl', 'Honk', 'Goose']",Animal,0.2308064,"Livestock, farm animals, working animals",0.14694472,Fowl,0.13139166,Goose,0.110021636,Duck,0.099341646
7JqR7JlgRlE,"['Bird', 'Turkey', 'Bird vocalization, bird call, bird song', 'Fowl', 'Gobble']",Animal,0.540055,Fowl,0.3279211,"Livestock, farm animals, working animals",0.31298572,Turkey,0.31203967,Gobble,0.2834581
N68rDUSvx9Y,"['Bird', 'Turkey', 'Bird vocalization, bird call, bird song', 'Fowl', 'Gobble']",Animal,0.45510596,Turkey,0.39268857,Fowl,0.38197142,Gobble,0.38015273,"Livestock, farm animals, working animals",0.37439147
LiXfod3qOQw,"['Turkey', 'Fowl', 'Gobble']",Fowl,0.71313536,"Livestock, farm animals, working animals",0.70230556,Animal,0.67751807,Turkey,0.63926566,Gobble,0.61418164
_WJFzZwYgoQ,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster']",Animal,0.5693419,"Domestic animals, pets",0.4272682,Dog,0.4088308,Silence,0.34186786,Bark,0.21353078
Oq0gZiJxP5Q,"['Fowl', 'Honk', 'Goose']",Animal,0.21757764,"Livestock, farm animals, working animals",0.19464205,Fowl,0.17245436,Duck,0.16785581,Speech,0.16264288
4NBN36NCT-8,"['Bird', 'Turkey', 'Bird vocalization, bird call, bird song', 'Fowl', 'Chirp, tweet', 'Gobble']",Animal,0.20289703,"Inside, small room",0.1544816,"Livestock, farm animals, working animals",0.10622497,Silence,0.08112918,"Rodents, rats, mice",0.072882816
CX-gGuT3iEs,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Animal,0.9441131,"Livestock, farm animals, working animals",0.89002573,Fowl,0.8813282,"Chicken, rooster",0.8532609,"Crowing, cock-a-doodle-doo",0.64421815
kSE2Lav5ZCs,"['Fowl', 'Honk', 'Goose']",Speech,0.5588862,Animal,0.15587959,"Domestic animals, pets",0.10330336,Dog,0.101480566,Whimper (dog),0.04438699
toEK_StoaPI,"['Fowl', 'Honk', 'Goose']",Vehicle,0.29264885,Aircraft,0.2637727,"Fixed-wing aircraft, airplane",0.2132467,Rail transport,0.07744832,Train,0.073957324
kcVxxsZdhds,"['Fowl', 'Honk', 'Goose']",Fowl,0.9687651,Goose,0.9677323,Animal,0.9625166,"Livestock, farm animals, working animals",0.96235675,Honk,0.9596211
ScNLWuogqpI,"['Turkey', 'Fowl', 'Gobble']",Animal,0.5909197,Fowl,0.46696147,"Livestock, farm animals, working animals",0.45475817,Turkey,0.36261526,Gobble,0.2851123
_WJFzZwYgoQ,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster']",Animal,0.5693419,"Domestic animals, pets",0.4272682,Dog,0.4088308,Silence,0.34186786,Bark,0.21353078
UqMeR5Erq8I,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Animal,0.38875562,Music,0.38778433,"Livestock, farm animals, working animals",0.38268268,"Chicken, rooster",0.3676196,Fowl,0.36736473
